method,description,implementation_status,diverged,backend,model_family,state_source,input_channel,evaluation_mode,training_scenario,validation_scenario,scenario,scenario_title,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,rmse_position_m,rmse_velocity_mps,rmse_quaternion,rmse_rates_rad_s,rmse_mocap_position_m,rmse_mocap_quaternion,notes
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,placeholder,False,numpy-smoothed-weak,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,5.904872637905464,0.024082853000436444,0.024039601000000133,0.0,0.0,0.12094986499869265,0.1450327179991291,,112,19200,85.07070554866732,12.724303665180177,0.5348312851313791,67.87882010882001,85.07070554866732,0.5348312851313791,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model fitted by iterated threshold-and-refit (STLSQ).,implemented,False,numpy-stlsq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2607203206792969,0.12530315999902086,0.12524864099999977,0.0,0.0,0.20995445000153268,0.33525761000055354,,114,19200,58.33517076006167,10.046299199041734,0.4489901544699108,1.302171453059379,58.33517076006167,0.44899015446991075,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,analogue,False,numpy-sparse-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.25360244320283154,0.0868825729994569,0.08686422699999996,0.0,0.0,0.20090896199690178,0.2877915349963587,,144,19200,54.56886655665791,9.969088424313494,0.4441185628333897,1.2711109916627605,54.56886655665791,0.4441185628333897,"Sparse-ridge analogue: magnitude pruning, not statistical forward selection (no PSE/PRESS)."
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,analogue,False,numpy-edmd,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2902492849050742,0.08518794100382365,0.08514202500000012,0.0,0.0,0.2038514949963428,0.28903943600016646,,840,19200,62.73934335200538,10.161089060720805,0.46680812769175756,2.6761489565603656,62.73934335200537,0.46680812769175756,EDMD analogue: quadratic one-step ridge predicting raw states; lifted observables are not propagated.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,analogue,False,numpy-residual-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,2.7789508320111285,0.08869245399546344,0.08854450800000002,0.0,0.0,0.59000605300389,0.6786985069993534,,840,19200,75.56407494164908,11.006287621690452,0.5197223303944497,40.862251213647646,75.5640749416491,0.5197223303944496,"Deterministic UDE analogue: ridge residual map, no neural network or ODE-in-the-loop training. Residual around the attached-flow nominal model."
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,placeholder,False,numpy-sparse-closure,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.9684484861626454,0.0006976809963816777,0.0006889600000001828,0.0,0.0,0.5677246710038162,0.5684223520001979,,126,19200,79.04988650392784,14.586740358523846,0.5481774309582603,13.885497072004467,79.04988650392784,0.5481774309582603,Tractable PINN-style row: sparsified copy of the 6DOF-UDE-Residual ridge weights; no physics-informed training is run.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,analogue,False,numpy-hankel-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.25339742404800714,0.7287120149994735,0.7283769230000003,0.0,0.0,0.14679416999570094,0.8755061849951744,,192,19136,57.30231433393414,10.038348870158723,0.4551319530038856,1.215593285448562,57.30231433393414,0.45513195300388554,Lagged ARX analogue: no Hankel SVD or state realization (not N4SID/MOESP).
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,False,numpy-rbf-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.27085647567395754,0.5106502470007399,0.5104469699999998,0.0,0.0,0.537234831994283,1.047885078995023,,1843,19200,63.868003911574384,9.969484760483923,0.4594688056250634,1.0633486231507254,63.868003911574384,0.45946880562506337,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,placeholder,False,numpy-random-feature,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2687578709363222,0.52868577499612,0.5284026370000001,0.0,0.0,0.5693620129968622,1.0980477879929822,,1921,19200,70.16877663806058,9.983853293271995,0.46952007004306867,0.949397109771134,70.16877663806058,0.46952007004306867,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline; no neural network is trained.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,False,numpy-rk4,aircraft6dof,mocap,u_cmd,open_loop,none,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.23802879762576015,0.0,0.0,0.0,0.0,0.4024348730017664,0.4024348730017664,,0,0,57.33957566366677,10.630434572686582,0.3867455178016047,0.7807179267424679,57.33957566366677,0.38674551780160465,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,False,numpy-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2770661833819669,0.6928966699997545,0.6928525509999997,0.0,0.0,0.06432157200470101,0.7572182420044555,,234,19200,85.90717657853565,10.09788332234755,0.450992377914041,1.0323091611996444,85.90717657853565,0.450992377914041,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,False,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2499763746496127,1.8458717500034254,0.912966473,0.0,0.0,0.4554921149974689,2.3013638650008943,,234,19200,46.085944763942855,10.015969576862144,0.41344668952816666,1.0073600724674978,46.085944763942855,0.41344668952816666,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,False,numpy-local-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.34087383374294333,0.37045610299537657,0.3703423670000001,0.0,0.0,0.109970784993493,0.48042688798886957,,1110,19200,59.31107880629171,10.23726793507536,0.5021451917196078,2.2112426102340046,59.31107880629171,0.5021451917196078,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,placeholder,False,numpy-regularized-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.277066066404595,0.005723806003516074,0.005714634999999468,0.0,0.0,0.06368862099770922,0.0694124270012253,,234,19200,85.90710383814938,10.097870602500768,0.45099282294446985,1.0323303512920914,85.90710383814938,0.45099282294446985,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,placeholder,False,numpy-local-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.494348005309975,1.4211602450013743,0.5111666339999994,0.0,0.0,0.5008761780045461,1.9220364230059204,,1110,19200,65.25706177782037,16.288161943115472,0.4577045437101596,2.308447955164158,65.25706177782035,0.4577045437101596,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset. Not a frequency-domain method: local affine residual fits scheduled on airdata.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,placeholder,False,numpy-ridge-paramid,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2499763687183189,1.090435800004343,0.14222535900000022,0.0,0.0,0.43273496300389525,1.5231707630082383,,234,19200,46.085943740095104,10.01596956284619,0.4134466925852941,1.007360019568557,46.085943740095104,0.4134466925852941,The validation phase is open loop and receives only pilot commands after initialization. No recursive filter is run: this row is a ridge-fitted affine residual model.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,placeholder,False,numpy-ridge-uq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2499763687183189,1.090435800004343,0.14222535900000022,0.0,0.0,0.43273496300389525,1.5231707630082383,,234,19200,46.085943740095104,10.01596956284619,0.4134466925852941,1.007360019568557,46.085943740095104,0.4134466925852941,Duplicate of the 6DOF-EKF-ParamID fit (same weights and prediction); no Fisher-information analysis is computed for 6DOF.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,placeholder,False,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2499763687183189,1.090435800004343,0.14222535900000022,0.0,0.0,0.43273496300389525,1.5231707630082383,,234,19200,46.085943740095104,10.01596956284619,0.4134466925852941,1.007360019568557,46.085943740095104,0.4134466925852941,Duplicate of the 6DOF-EKF-ParamID fit (same weights and prediction); no output-error optimization is run for 6DOF.
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,False,numpy-ridge-derivative,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,6.050315643512581,0.010307100004865788,0.010306428999999895,0.0,0.0,0.12027075399964815,0.13057785400451394,,112,19200,82.23182933917084,12.395004367993353,0.528356499473832,68.41524822076252,82.23182933917084,0.528356499473832,Equation-error least squares on Savitzky-Golay smoothed derivatives (50 ms quadratic window).
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,placeholder,False,numpy-smoothed-weak,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,5.851577620253076,0.020334769003966358,0.020335007999999988,0.0,0.0,0.1272789909999119,0.14761376000387827,,112,19200,81.24024855120916,12.593488089343824,0.5270989522435235,66.14017560850688,81.24024855120918,0.5270989522435235,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model fitted by iterated threshold-and-refit (STLSQ).,implemented,False,numpy-stlsq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.26415734885137615,0.1094817140037776,0.1094582070000012,0.0,0.0,0.21971863000362646,0.32920034400740406,,114,19200,61.16487478659382,10.006930896517543,0.4633058043768794,1.3918176327743548,61.16487478659382,0.4633058043768794,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,analogue,False,numpy-sparse-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.26966219083031084,0.07880440499866381,0.0787470189999997,0.0,0.0,0.22527114499825984,0.30407554999692366,,144,19200,62.78273053339955,10.067243490174468,0.4710057368269838,1.3647219281236862,62.78273053339955,0.4710057368269838,"Sparse-ridge analogue: magnitude pruning, not statistical forward selection (no PSE/PRESS)."
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,analogue,False,numpy-edmd,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.26754920925934356,0.07708367399754934,0.07704079800000052,0.0,0.0,0.23168655100016622,0.30877022499771556,,840,19200,59.814175179354564,10.10792490653817,0.44635110870371564,1.8976407952931609,59.814175179354564,0.4463511087037156,EDMD analogue: quadratic one-step ridge predicting raw states; lifted observables are not propagated.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,analogue,False,numpy-residual-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,1.3731036284296658,0.07717861399578396,0.0771793780000003,0.0,0.0,0.5986386400036281,0.6758172539994121,,840,19200,83.8786666780022,17.024511438613448,0.48359896379051437,13.834650075609908,83.8786666780022,0.4835989637905144,"Deterministic UDE analogue: ridge residual map, no neural network or ODE-in-the-loop training. Residual around the attached-flow nominal model."
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,placeholder,False,numpy-sparse-closure,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,1.3551355504793123,0.0005812100062030368,0.0005800210000010964,0.0,0.0,0.6010855740023544,0.6016667840085574,,126,19200,73.03759716909883,19.765700426814554,0.5533860731043584,13.605424889309354,73.03759716909883,0.5533860731043584,Tractable PINN-style row: sparsified copy of the 6DOF-UDE-Residual ridge weights; no physics-informed training is run.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,analogue,False,numpy-hankel-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2580297625619732,0.7197578060004162,0.7195748950000009,0.0,0.0,0.16823575099988375,0.8879935570002999,,192,19136,60.87943271844205,10.045041695253941,0.4359250463599684,1.1443419596024227,60.879432718442054,0.4359250463599684,Lagged ARX analogue: no Hankel SVD or state realization (not N4SID/MOESP).
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,False,numpy-rbf-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.24909501417670488,0.518626814999152,0.518590657999999,0.0,0.0,0.5633510469997418,1.0819778619988938,,1843,19200,53.81725848887424,9.972258959583604,0.4452208615481717,0.9815410634244485,53.81725848887424,0.4452208615481717,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,placeholder,False,numpy-random-feature,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_open_loop,aircraft_6dof_open_loop,Open-loop,0.2552868003837975,0.5251175110024633,0.5251089639999993,0.0,0.0,0.584484077997331,1.1096015889997943,,1921,19200,68.87669162779146,9.98273461359027,0.46587623171106074,0.7655456206142156,68.87669162779146,0.46587623171106074,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline; no neural network is trained.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,False,numpy-rk4,aircraft6dof,direct,u_cmd,open_loop,none,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.19575500668874327,0.0,0.0,0.0,0.0,0.444617543995264,0.444617543995264,,0,0,34.32899514735827,5.1564421238458085,0.46816985984569826,1.2335485255099203,34.32899514735827,0.4681698598456983,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,False,numpy-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.30944877040411356,0.00601780600118218,0.006017374999998992,0.0,0.0,0.06865520500286948,0.07467301100405166,,234,19200,76.54974893022208,5.391039798465746,0.49878603401652,2.4438248901283712,76.54974893022208,0.49878603401651994,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,False,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.29506973405318415,1.079950129998906,0.1608687350000011,0.0,0.0,0.4612246389951906,1.5411747689940967,,234,19200,30.439972800902257,11.563451649176786,0.48745052003799866,3.037464304408423,30.439972800902257,0.48745052003799866,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,False,numpy-local-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.34168044487208415,0.3716418740004883,0.3716294779999991,0.0,0.0,0.11904791399865644,0.49068978799914476,,1110,19200,117.53610789704263,4.2720155136438684,0.5261116462514079,2.133873271165918,117.53610789704263,0.5261116462514079,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,placeholder,False,numpy-regularized-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.3094465182606312,0.006122626000433229,0.006122006000000013,0.0,0.0,0.07150301800720626,0.0776256440076395,,234,19200,76.5495658828184,5.391012449848273,0.49877863178477033,2.443842604941413,76.5495658828184,0.49877863178477033,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,placeholder,False,numpy-local-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.3341812133642125,1.4794696809985908,0.5286295590000005,0.0,0.0,0.5079389349994017,1.9874086159979925,,1110,19200,36.667813164872236,13.456137419005206,0.5176875839775701,3.147902373219039,36.667813164872236,0.5176875839775701,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset. Not a frequency-domain method: local affine residual fits scheduled on airdata.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,placeholder,False,numpy-ridge-paramid,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2950661426701805,1.1137473220005631,0.1625815589999995,0.0,0.0,0.4821471799950814,1.5958945019956445,,234,19200,30.447480614337714,11.563269300413564,0.48737340560045844,3.037636974704923,30.447480614337714,0.4873734056004584,The validation phase is open loop and receives only pilot commands after initialization. No recursive filter is run: this row is a ridge-fitted affine residual model.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,placeholder,False,numpy-ridge-uq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2950661426701805,1.1137473220005631,0.1625815589999995,0.0,0.0,0.4821471799950814,1.5958945019956445,,234,19200,30.447480614337714,11.563269300413564,0.48737340560045844,3.037636974704923,30.447480614337714,0.4873734056004584,Duplicate of the 6DOF-EKF-ParamID fit (same weights and prediction); no Fisher-information analysis is computed for 6DOF.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,placeholder,False,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,0.2950661426701805,1.1137473220005631,0.1625815589999995,0.0,0.0,0.4821471799950814,1.5958945019956445,,234,19200,30.447480614337714,11.563269300413564,0.48737340560045844,3.037636974704923,30.447480614337714,0.4873734056004584,Duplicate of the 6DOF-EKF-ParamID fit (same weights and prediction); no output-error optimization is run for 6DOF.
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,False,numpy-ridge-derivative,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_sine_sweep,aircraft_6dof_sine_sweep,Sine sweep,1.8155364526724105,0.01106511100078933,0.011064849000000265,0.0,0.0,0.1309342349995859,0.14199934600037523,,112,19200,61.32704936043222,7.938301601729379,0.53497269894503,67.33319774924092,61.32704936043222,0.53497269894503,Equation-error least squares on Savitzky-Golay smoothed derivatives (50 ms quadratic window).
